data_product,data_table,data_column,data_type
SIDb,Arevalo2012,midDepth,value_mean
SIDb,Arevalo2012,moisture,value_string
SIDb,Arevalo2012,moisture.units,unit (value_factor)
SIDb,Arevalo2012,replicates,value_number
SIDb,Arevalo2012,replicates.type,value_factor
SIDb,Arevalo2012,samplePreparation.intactCore,value_factor
SIDb,Arevalo2012,samplePreparation.sieving,value_factor or value_num
SIDb,Arevalo2012,incubationTime,value_number
SIDb,Arevalo2012,gasAnalyzer,value_string
SIDb,Arevalo2012,country,value_string
SIDb,Arevalo2012,latitude,value_number
SIDb,Arevalo2012,longitude,value_number
SIDb,Arevalo2012,soilOrder,value_string
SIDb,Arevalo2012,classificationSystem,value_factor
SIDb,Barrett2006,name,value_string
SIDb,Barrett2006,temperature,value_number
SIDb,Barrett2006,moisture,value_string
SIDb,Barrett2006,site,id
SIDb,Barrett2006,varDesc,value_string
SIDb,Barrett2006,units,unit
SIDb,Barrett2006,citationKey,id
SIDb,Barrett2006,ID,id
SIDb,Barrett2006,top,value_min
SIDb,Barrett2006,bottom,value_max
SIDb,Barrett2006,midDepth,value_mean
SIDb,Barrett2006,moisture.units,value_factor
SIDb,Barrett2006,samplePreparation.intactCore,value_factor
SIDb,Barrett2006,samplePreparation.sieving,value_factor
SIDb,Barrett2006,incubationTime,value_number
SIDb,Barrett2006,gasAnalyzer,value_string
SIDb,Barrett2006,country,value_string
SIDb,Barrett2006,elevation,value_number
SIDb,Barrett2006,landCover,value_factor
SIDb,Barrett2006,latitude,value_number
SIDb,Barrett2006,longitude,value_number
SIDb,Barrett2006,soilOrder,value_string
SIDb,Barrett2006,classificationSystem,value_factor
SIDb,Bracho2016SBB,name,value_string
SIDb,Bracho2016SBB,varDesc,value_string
SIDb,Bracho2016SBB,site,id
SIDb,Bracho2016SBB,fieldWarming,value_factor
SIDb,Bracho2016SBB,midDepth,value_mean
SIDb,Bracho2016SBB,temperature,value_number
SIDb,Bracho2016SBB,gasMeasured,value_string
SIDb,Bracho2016SBB,units,units
SIDb,Bracho2016SBB,statistic,value_factor or value_num
SIDb,Bracho2016SBB,citationKey,id
SIDb,Bracho2016SBB,ID,id
SIDb,Bracho2016SBB,surfaceAtm,value_factor
SIDb,Bracho2016SBB,moisture,value_string
SIDb,Bracho2016SBB,moisture.units,unit
SIDb,Bracho2016SBB,replicates,value_number
SIDb,Bracho2016SBB,replicates.type,value_factor
SIDb,Bracho2016SBB,samplePreparation.intactCore,value_factor
SIDb,Bracho2016SBB,samplePreparation.sieving,value_factor or value_num
SIDb,Bracho2016SBB,samplePreparation.rootPicking,value_factor
SIDb,Bracho2016SBB,samplePreparation.rockPicking,value_factor
SIDb,Bracho2016SBB,incDesc,method
SIDb,Bracho2016SBB,incubationTime,value_number
SIDb,Bracho2016SBB,gasAnalyzer,value_string
SIDb,Bracho2016SBB,country,value_string
SIDb,Bracho2016SBB,MAT,value_number
SIDb,Bracho2016SBB,MAP,value_number
SIDb,Bracho2016SBB,landCover,value_factor
SIDb,Bracho2016SBB,vegNote,note
SIDb,Bracho2016SBB,latitude,value_number
SIDb,Bracho2016SBB,longitude,value_number
SIDb,Bracho2016SBB,soilOrder,value_string
SIDb,Bracho2016SBB,classificationSystem,value_factor
SIDb,Bracho2016SBB,permafrostExist,value_factor
SIDb,Bracho2016SBB,activeLayer,value_number
SIDb,BradleyCook2016,name,value_string
SIDb,BradleyCook2016,varDesc,value_string
SIDb,BradleyCook2016,site,id
SIDb,BradleyCook2016,vegetation,value_string
SIDb,BradleyCook2016,midDepth,value_mean
SIDb,BradleyCook2016,moisture,value_string
SIDb,BradleyCook2016,temperature,value_number
SIDb,BradleyCook2016,gasMeasured,value_string
SIDb,BradleyCook2016,units,units
SIDb,BradleyCook2016,statistic,value_factor or value_num
SIDb,BradleyCook2016,citationKey,id
SIDb,BradleyCook2016,ID,id
SIDb,BradleyCook2016,moisture.units,unit
SIDb,BradleyCook2016,replicates,value_number
SIDb,BradleyCook2016,replicates.type,value_factor
SIDb,BradleyCook2016,samplePreparation.intactCore,value_factor
SIDb,BradleyCook2016,samplePreparation.sieving,value_factor or value_num
SIDb,BradleyCook2016,samplePreparation.rootPicking,value_factor
SIDb,BradleyCook2016,samplePreparation.rockPicking,value_factor
SIDb,BradleyCook2016,incDesc,method
SIDb,BradleyCook2016,incubationTime,value_number
SIDb,BradleyCook2016,gasAnalyzer,value_string
SIDb,BradleyCook2016,country,value_string
SIDb,BradleyCook2016,MAT,value_number
SIDb,BradleyCook2016,MAP,value_number
SIDb,BradleyCook2016,landCover,value_factor
SIDb,BradleyCook2016,vegNote,note
SIDb,BradleyCook2016,latitude,value_number
SIDb,BradleyCook2016,longitude,value_number
SIDb,BradleyCook2016,soilOrder,value_string
SIDb,BradleyCook2016,classificationSystem,value_factor
SIDb,BradleyCook2016,permafrostExist,value_factor
SIDb,Conant2008,name,value_string
SIDb,Conant2008,temperature,value_number
SIDb,Conant2008,varDesc,value_string
SIDb,Conant2008,units,unit
SIDb,Conant2008,site,id
SIDb,Conant2008,citationKey,id
SIDb,Conant2008,ID,id
SIDb,Conant2008,moisture,value_string
SIDb,Conant2008,moisture.units,unit
SIDb,Conant2008,replicates,value_number
SIDb,Conant2008,replicates.type,value_factor
SIDb,Conant2008,samplePreparation.intactCore,value_factor
SIDb,Conant2008,incDesc,method
SIDb,Conant2008,incubationTime,value_number
SIDb,Conant2008,gasAnalyzer,value_string
SIDb,Conant2008,country,value_string
SIDb,Conant2008,MAT,value_number
SIDb,Conant2008,MAP,value_number
SIDb,Conant2008,landCover,value_factor
SIDb,Conant2008,latitude,value_number
SIDb,Conant2008,longitude,value_number
SIDb,Craine2010NatGeo,name,value_string
SIDb,Craine2010NatGeo,varDesc,value_string
SIDb,Craine2010NatGeo,site,id
SIDb,Craine2010NatGeo,experimentalTreatment,value_factor
SIDb,Craine2010NatGeo,laboratoryTreatment,value_factor
SIDb,Craine2010NatGeo,gasMeasured,value_string
SIDb,Craine2010NatGeo,units,unit
SIDb,Craine2010NatGeo,statistic,value_factor or value_num
SIDb,Craine2010NatGeo,citationKey,id
SIDb,Craine2010NatGeo,ID,id
SIDb,Craine2010NatGeo,top,value_min
SIDb,Craine2010NatGeo,bottom,value_max
SIDb,Craine2010NatGeo,midDepth,value_mean
SIDb,Craine2010NatGeo,horizon,value_string
SIDb,Craine2010NatGeo,moisture,value_string
SIDb,Craine2010NatGeo,moisture.units,unit
SIDb,Craine2010NatGeo,replicates,value_number
SIDb,Craine2010NatGeo,replicates.type,value_factor
SIDb,Craine2010NatGeo,samplePreparation.intactCore,value_factor
SIDb,Craine2010NatGeo,samplePreparation.sieving,value_factor or value_num
SIDb,Craine2010NatGeo,incDesc,method
SIDb,Craine2010NatGeo,temperature,value_number
SIDb,Craine2010NatGeo,incubationTime,value_number
SIDb,Craine2010NatGeo,preincubationTime,value_number
SIDb,Craine2010NatGeo,gasAnalyzer,value_string
SIDb,Craine2010NatGeo,country,value_string
SIDb,Craine2010NatGeo,MAT,value_number
SIDb,Craine2010NatGeo,MAP,value_number
SIDb,Craine2010NatGeo,latitude,value_number
SIDb,Craine2010NatGeo,longitude,value_number
SIDb,Crow2019a,name,value_string
SIDb,Crow2019a,varDesc,value_string
SIDb,Crow2019a,site,id
SIDb,Crow2019a,units,unit
SIDb,Crow2019a,citationKey,id
SIDb,Crow2019a,ID,id
SIDb,Crow2019a,top,value_min
SIDb,Crow2019a,bottom,value_max
SIDb,Crow2019a,midDepth,value_mean
SIDb,Crow2019a,moisture,value_string
SIDb,Crow2019a,moisture.units,unit
SIDb,Crow2019a,replicates,value_number
SIDb,Crow2019a,samplePreparation.sieving,value_factor or value_num
SIDb,Crow2019a,samplePreparation.rootPicking,value_factor
SIDb,Crow2019a,samplePreparation.rockPicking,value_factor
SIDb,Crow2019a,samplePreparation.intactCore,value_factor
SIDb,Crow2019a,incDesc,method
SIDb,Crow2019a,temperature,value_number
SIDb,Crow2019a,incubationTime,value_number
SIDb,Crow2019a,preincubationTime,value_number
SIDb,Crow2019a,gasAnalyzer,value_string
SIDb,Crow2019a,country,value_string
SIDb,Crow2019a,MAT,value_number
SIDb,Crow2019a,MAP,value_number
SIDb,Crow2019a,landCover,value_factor
SIDb,Crow2019a,vegNote,note
SIDb,Crow2019a,latitude,value_number
SIDb,Crow2019a,longitude,value_number
SIDb,Crow2019a,soilOrder,value_string
SIDb,Crow2019a,soilSeries,value_string
SIDb,Crow2019a,classificationSystem,value_factor
SIDb,Crow2019b,name,value_string
SIDb,Crow2019b,varDesc,value_string
SIDb,Crow2019b,site,id
SIDb,Crow2019b,temperature,value_number
SIDb,Crow2019b,units,unit
SIDb,Crow2019b,gasMeasured,value_string
SIDb,Crow2019b,statistic,value_factor or value_num
SIDb,Crow2019b,citationKey,id
SIDb,Crow2019b,ID,id
SIDb,Crow2019b,midDepth,value_mean
SIDb,Crow2019b,moisture,value_string
SIDb,Crow2019b,moisture.units,unit
SIDb,Crow2019b,replicates,value_number
SIDb,Crow2019b,replicates.type,value_factor
SIDb,Crow2019b,samplePreparation.intactCore,value_factor
SIDb,Crow2019b,samplePreparation.sieving,value_factor or value_num
SIDb,Crow2019b,samplePreparation.rootPicking,value_factor
SIDb,Crow2019b,samplePreparation.rockPicking,value_factor
SIDb,Crow2019b,incDesc,method
SIDb,Crow2019b,incubationTime,value_number
SIDb,Crow2019b,preincubationTime,value_number
SIDb,Crow2019b,gasAnalyzer,value_string
SIDb,Crow2019b,country,value_string
SIDb,Crow2019b,MAT,value_number
SIDb,Crow2019b,MAP,value_number
SIDb,Crow2019b,elevation,value_number
SIDb,Crow2019b,landCover,value_factor
SIDb,Crow2019b,latitude,value_number
SIDb,Crow2019b,longitude,value_number
SIDb,Crow2019b,soilOrder,value_string
SIDb,Crow2019b,soilSeries,value_string
SIDb,Crow2019b,classificationSystem,value_factor
SIDb,Crow2019b,permafrostExist,value_factor
SIDb,Dalias2001,name,value_string
SIDb,Dalias2001,varDesc,value_string
SIDb,Dalias2001,site,id
SIDb,Dalias2001,temperature,value_number
SIDb,Dalias2001,horizon,value_string
SIDb,Dalias2001,units,unit
SIDb,Dalias2001,moisture,value_string
SIDb,Dalias2001,citationKey,id
SIDb,Dalias2001,ID,id
SIDb,Dalias2001,moisture.units,unit
SIDb,Dalias2001,replicates,value_number
SIDb,Dalias2001,replicates.type,value_factor
SIDb,Dalias2001,samplePreparation.intactCore,value_factor
SIDb,Dalias2001,samplePreparation.sieving,value_factor or value_num
SIDb,Dalias2001,samplePreparation.rootPicking,value_factor
SIDb,Dalias2001,samplePreparation.rockPicking,value_factor
SIDb,Dalias2001,incDesc,method
SIDb,Dalias2001,incubationTime,value_number
SIDb,Dalias2001,gasAnalyzer,value_string
SIDb,Dalias2001,country,value_string
SIDb,Dalias2001,MAT,value_number
SIDb,Dalias2001,MAP,value_number
SIDb,Dalias2001,landCover,value_factor
SIDb,Dalias2001,vegNote,note
SIDb,Dalias2001,latitude,value_number
SIDb,Dalias2001,longitude,value_number
SIDb,Dalias2001,soilSeries,value_string
SIDb,Dalias2001,classificationSystem,value_factor
SIDb,Doetterl2015,name,value_string
SIDb,Doetterl2015,varDesc,value_string
SIDb,Doetterl2015,site,id
SIDb,Doetterl2015,units,unit
SIDb,Doetterl2015,statistic,value_factor or value_num
SIDb,Doetterl2015,citationKey,id
SIDb,Doetterl2015,ID,id
SIDb,Doetterl2015,top,value_min
SIDb,Doetterl2015,bottom,value_max
SIDb,Doetterl2015,midDepth,value_mean
SIDb,Doetterl2015,moisture,value_string
SIDb,Doetterl2015,moisture.units,unit
SIDb,Doetterl2015,replicates,value_number
SIDb,Doetterl2015,replicates.type,value_factor
SIDb,Doetterl2015,samplePreparation.sieving,value_factor or value_num
SIDb,Doetterl2015,samplePreparation.rootPicking,value_factor
SIDb,Doetterl2015,samplePreparation.rockPicking,value_factor
SIDb,Doetterl2015,temperature,value_number
SIDb,Doetterl2015,incubationTime,value_number
SIDb,Doetterl2015,preincubationTime,value_number
SIDb,Doetterl2015,gasAnalyzer,value_string
SIDb,Doetterl2015,country,value_string
SIDb,Doetterl2015,MAT,value_number
SIDb,Doetterl2015,MAP,value_number
SIDb,Doetterl2015,elevation,value_number
SIDb,Doetterl2015,landCover,value_factor
SIDb,Doetterl2015,vegNote,note
SIDb,Doetterl2015,latitude,value_number
SIDb,Doetterl2015,longitude,value_number
SIDb,Doetterl2015,soilOrder,value_string
SIDb,Doetterl2015,soilFamily,value_string
SIDb,Doetterl2015,soilSeries,value_string
SIDb,Doetterl2015,classificationSystem,value_factor
SIDb,Fontaine2007,name,value_string
SIDb,Fontaine2007,varDesc,value_string
SIDb,Fontaine2007,cellulose,value_number
SIDb,Fontaine2007,units,unit
SIDb,Fontaine2007,citationKey,id
SIDb,Fontaine2007,ID,id
SIDb,Fontaine2007,top,value_min
SIDb,Fontaine2007,bottom,value_max
SIDb,Fontaine2007,midDepth,value_mean
SIDb,Fontaine2007,samplePreparation.intactCore,value_factor
SIDb,Fontaine2007,samplePreparation.sieving,value_factor or value_num
SIDb,Fontaine2007,samplePreparation.rootPicking,value_factor
SIDb,Fontaine2007,incDesc,method
SIDb,Fontaine2007,temperature,value_number
SIDb,Fontaine2007,incubationTime,value_number
SIDb,Fontaine2007,preincubationTime,value_number
SIDb,Fontaine2007,gasAnalyzer,value_string
SIDb,Fontaine2007,site,id
SIDb,Fontaine2007,country,value_string
SIDb,Fontaine2007,landCover,value_factor
SIDb,Fontaine2007,vegNote,note
SIDb,Fontaine2007,latitude,value_number
SIDb,Fontaine2007,longitude,value_number
SIDb,Fontaine2007,soilOrder,value_string
SIDb,Fontaine2007,classificationSystem,value_factor
SIDb,Gillabel2010,name,value_string
SIDb,Gillabel2010,units,unit
SIDb,Gillabel2010,varDesc,value_string
SIDb,Gillabel2010,temperature,value_number
SIDb,Gillabel2010,midDepth,value_mean
SIDb,Gillabel2010,citationKey,id
SIDb,Gillabel2010,ID,id
SIDb,Gillabel2010,moisture,value_string
SIDb,Gillabel2010,moisture.units,unit
SIDb,Gillabel2010,replicates,value_number
SIDb,Gillabel2010,replicates.type,value_factor
SIDb,Gillabel2010,samplePreparation.intactCore,value_factor
SIDb,Gillabel2010,samplePreparation.sieving,value_factor or value_num
SIDb,Gillabel2010,samplePreparation.rootPicking,value_factor
SIDb,Gillabel2010,samplePreparation.rockPicking,value_factor
SIDb,Gillabel2010,incDesc,method
SIDb,Gillabel2010,incubationTime,value_number
SIDb,Gillabel2010,preincubationTime,value_number
SIDb,Gillabel2010,site,id
SIDb,Gillabel2010,country,value_string
SIDb,Gillabel2010,MAT,value_number
SIDb,Gillabel2010,MAP,value_number
SIDb,Gillabel2010,landCover,value_factor
SIDb,Gillabel2010,vegNote,note
SIDb,Gillabel2010,latitude,value_number
SIDb,Gillabel2010,longitude,value_number
SIDb,Gillabel2010,soilOrder,value_string
SIDb,Gillabel2010,soilFamily,value_string
SIDb,Gillabel2010,classificationSystem,value_factor
SIDb,Haddix2011,name,value_string
SIDb,Haddix2011,units,unit
SIDb,Haddix2011,varDesc,value_string
SIDb,Haddix2011,temperature,value_number
SIDb,Haddix2011,vegetation,"NA"
SIDb,Haddix2011,site,id
SIDb,Haddix2011,citationKey,id
SIDb,Haddix2011,ID,id
SIDb,Haddix2011,top,value_min
SIDb,Haddix2011,bottom,value_max
SIDb,Haddix2011,midDepth,value_mean
SIDb,Haddix2011,moisture,value_string
SIDb,Haddix2011,moisture.units,unit
SIDb,Haddix2011,replicates,value_number
SIDb,Haddix2011,replicates.type,value_factor
SIDb,Haddix2011,samplePreparation.intactCore,value_factor
SIDb,Haddix2011,samplePreparation.sieving,value_factor or value_num
SIDb,Haddix2011,samplePreparation.rootPicking,value_factor
SIDb,Haddix2011,samplePreparation.rockPicking,value_factor
SIDb,Haddix2011,incubationTime,value_number
SIDb,Haddix2011,gasAnalyzer,value_string
SIDb,Haddix2011,country,value_string
SIDb,Haddix2011,MAT,value_number
SIDb,Haddix2011,MAP.421,value_number
SIDb,Haddix2011,MAP.402,value_number
SIDb,Haddix2011,MAP.420,value_number
SIDb,Haddix2011,MAP.665,value_number
SIDb,Haddix2011,MAP..NA.,value_number
SIDb,Haddix2011,MAP.2200,value_number
SIDb,Haddix2011,landCover,value_factor
SIDb,Haddix2011,latitude,value_number
SIDb,Haddix2011,longitude,value_number
SIDb,Haddix2011,soilOrder,value_string
SIDb,Haddix2011,soilFamily,value_string
SIDb,Haddix2011,classificationSystem,value_factor
SIDb,Hopkins2006,name,value_string
SIDb,Hopkins2006,units,unit
SIDb,Hopkins2006,varDesc,value_string
SIDb,Hopkins2006,soil,value_string
SIDb,Hopkins2006,amendment,value_string
SIDb,Hopkins2006,citationKey,id
SIDb,Hopkins2006,ID,id
SIDb,Hopkins2006,top,value_min
SIDb,Hopkins2006,bottom,value_max
SIDb,Hopkins2006,midDepth,value_mean
SIDb,Hopkins2006,moisture,value_string
SIDb,Hopkins2006,moisture.units,unit
SIDb,Hopkins2006,replicates,value_number
SIDb,Hopkins2006,replicates.type,value_factor
SIDb,Hopkins2006,samplePreparation.intactCore,value_factor
SIDb,Hopkins2006,samplePreparation.sieving,value_factor or value_num
SIDb,Hopkins2006,samplePreparation.rootPicking,value_factor
SIDb,Hopkins2006,samplePreparation.rockPicking,value_factor
SIDb,Hopkins2006,incDesc,method
SIDb,Hopkins2006,temperature,value_number
SIDb,Hopkins2006,incubationTime,value_number
SIDb,Hopkins2006,preincubationTime,value_number
SIDb,Hopkins2006,gasAnalyzer,value_string
SIDb,Hopkins2006,site,id
SIDb,Hopkins2006,country,value_string
SIDb,Hopkins2006,landCover,value_factor
SIDb,Hopkins2006,vegNote,note
SIDb,Hopkins2006,latitude,value_number
SIDb,Hopkins2006,longitude,value_number
SIDb,Karhu2010,name,value_string
SIDb,Karhu2010,varDesc,value_string
SIDb,Karhu2010,site,id
SIDb,Karhu2010,forest,value_string
SIDb,Karhu2010,midDepth,value_mean
SIDb,Karhu2010,temperature,value_number
SIDb,Karhu2010,gasMeasured,value_string
SIDb,Karhu2010,units,unit
SIDb,Karhu2010,statistic,value_factor or value_num
SIDb,Karhu2010,horizon,value_string
SIDb,Karhu2010,citationKey,id
SIDb,Karhu2010,ID,id
SIDb,Karhu2010,moisture,value_string
SIDb,Karhu2010,moisture.units,unit
SIDb,Karhu2010,replicates,value_number
SIDb,Karhu2010,replicates.type,value_factor
SIDb,Karhu2010,samplePreparation.intactCore,value_factor
SIDb,Karhu2010,samplePreparation.sieving,value_factor or value_num
SIDb,Karhu2010,samplePreparation.rootPicking,value_factor
SIDb,Karhu2010,samplePreparation.rockPicking,value_factor
SIDb,Karhu2010,incDesc,method
SIDb,Karhu2010,incubationTime,value_number
SIDb,Karhu2010,gasAnalyzer,value_string
SIDb,Karhu2010,country,value_string
SIDb,Karhu2010,MAT,value_number
SIDb,Karhu2010,MAP,value_number
SIDb,Karhu2010,elevation,value_number
SIDb,Karhu2010,landCover,value_factor
SIDb,Karhu2010,vegNote,note
SIDb,Karhu2010,latitude,value_number
SIDb,Karhu2010,longitude,value_number
SIDb,Lavoie2011JGR,name,value_string
SIDb,Lavoie2011JGR,varDesc,value_string
SIDb,Lavoie2011JGR,units,unit
SIDb,Lavoie2011JGR,site,id
SIDb,Lavoie2011JGR,burn,value_factor
SIDb,Lavoie2011JGR,acidic,value_factor
SIDb,Lavoie2011JGR,minOrg,value_factor
SIDb,Lavoie2011JGR,temperature,value_number
SIDb,Lavoie2011JGR,citationKey,id
SIDb,Lavoie2011JGR,ID,"NA"
SIDb,Lavoie2011JGR,surfaceAtm,value_factor
SIDb,Lavoie2011JGR,replicates,value_number
SIDb,Lavoie2011JGR,replicates.type,value_factor
SIDb,Lavoie2011JGR,samplePreparation.intactCore,value_factor
SIDb,Lavoie2011JGR,samplePreparation.sieving,value_factor or value_num
SIDb,Lavoie2011JGR,samplePreparation.rootPicking,value_factor
SIDb,Lavoie2011JGR,samplePreparation.rockPicking,value_factor
SIDb,Lavoie2011JGR,incubationTime,value_number
SIDb,Lavoie2011JGR,gasAnalyzer,value_string
SIDb,Lavoie2011JGR,country,value_string
SIDb,Lavoie2011JGR,MAP,value_number
SIDb,Lavoie2011JGR,landCover,value_factor
SIDb,Lavoie2011JGR,latitude,value_number
SIDb,Lavoie2011JGR,longitude,value_number
SIDb,Lavoie2011JGR,soilOrder,value_string
SIDb,Lavoie2011JGR,classificationSystem,value_factor
SIDb,NeffHooper2002,name,value_string
SIDb,NeffHooper2002,varDesc,value_string
SIDb,NeffHooper2002,site,id
SIDb,NeffHooper2002,temperature,value_number
SIDb,NeffHooper2002,units,unit
SIDb,NeffHooper2002,vegetation,note
SIDb,NeffHooper2002,citationKey,id
SIDb,NeffHooper2002,ID,id
SIDb,NeffHooper2002,top,value_min
SIDb,NeffHooper2002,bottom,value_max
SIDb,NeffHooper2002,midDepth,value_mean
SIDb,NeffHooper2002,moisture,value_string
SIDb,NeffHooper2002,moisture.units,unit (value_factor)
SIDb,NeffHooper2002,replicates,value_number
SIDb,NeffHooper2002,replicates.type,value_factor
SIDb,NeffHooper2002,samplePreparation.intactCore,value_factor
SIDb,NeffHooper2002,samplePreparation.sieving,value_factor or value_num
SIDb,NeffHooper2002,samplePreparation.rootPicking,value_factor
SIDb,NeffHooper2002,samplePreparation.rockPicking,value_factor
SIDb,NeffHooper2002,incDesc,method
SIDb,NeffHooper2002,incubationTime,value_number
SIDb,NeffHooper2002,gasAnalyzer,value_string
SIDb,NeffHooper2002,country,value_string
SIDb,NeffHooper2002,MAT,value_number
SIDb,NeffHooper2002,landCover,value_factor
SIDb,NeffHooper2002,vegNote,note
SIDb,NeffHooper2002,latitude,value_number
SIDb,NeffHooper2002,longitude,value_number
SIDb,NeffHooper2002,soilOrder,value_string
SIDb,NeffHooper2002,permafrostExist,value_factor
SIDb,NeffHooper2002,activeLayer,value_number
SIDb,Niklinska1999,name,value_string
SIDb,Niklinska1999,units,unit (value_factor)
SIDb,Niklinska1999,varDesc,value_string
SIDb,Niklinska1999,temperature,value_number
SIDb,Niklinska1999,site,id
SIDb,Niklinska1999,citationKey,id
SIDb,Niklinska1999,ID,id
SIDb,Niklinska1999,top,value_min
SIDb,Niklinska1999,bottom,value_max
SIDb,Niklinska1999,midDepth,value_mean
SIDb,Niklinska1999,horizon,value_string
SIDb,Niklinska1999,moisture,value_string
SIDb,Niklinska1999,moisture.units,unit (value_factor)
SIDb,Niklinska1999,samplePreparation.intactCore,value_factor
SIDb,Niklinska1999,samplePreparation.sieving,value_factor or value_num
SIDb,Niklinska1999,samplePreparation.rootPicking,value_factor
SIDb,Niklinska1999,samplePreparation.rockPicking,value_factor
SIDb,Niklinska1999,incDesc,method
SIDb,Niklinska1999,incubationTime,value_number
SIDb,Niklinska1999,gasAnalyzer,value_string
SIDb,Niklinska1999,country,value_string
SIDb,Niklinska1999,MAT,value_number
SIDb,Niklinska1999,MAP,value_number
SIDb,Niklinska1999,elevation,value_number
SIDb,Niklinska1999,landCover,value_factor
SIDb,Niklinska1999,vegNote,note
SIDb,Niklinska1999,latitude,value_number
SIDb,Niklinska1999,longitude,value_number
SIDb,Reichstein2000,name,value_string
SIDb,Reichstein2000,units,unit
SIDb,Reichstein2000,varDesc,value_string
SIDb,Reichstein2000,temperature,value_number
SIDb,Reichstein2000,site,id
SIDb,Reichstein2000,citationKey,id
SIDb,Reichstein2000,ID,id
SIDb,Reichstein2000,top,value_min
SIDb,Reichstein2000,bottom,value_max
SIDb,Reichstein2000,midDepth,value_mean
SIDb,Reichstein2000,horizon,value_string
SIDb,Reichstein2000,moisture,value_string
SIDb,Reichstein2000,moisture.units,unit (value_factor)
SIDb,Reichstein2000,replicates,value_number
SIDb,Reichstein2000,replicates.type,value_factor
SIDb,Reichstein2000,samplePreparation.intactCore,value_factor
SIDb,Reichstein2000,samplePreparation.sieving,value_factor or value_num
SIDb,Reichstein2000,incDesc,method
SIDb,Reichstein2000,incubationTime,value_number
SIDb,Reichstein2000,gasAnalyzer,value_string
SIDb,Reichstein2000,country,value_string
SIDb,Reichstein2000,MAT,value_number
SIDb,Reichstein2000,MAP,value_number
SIDb,Reichstein2000,elevation,value_number
SIDb,Reichstein2000,landCover,value_factor
SIDb,Reichstein2000,vegNote,note
SIDb,Reichstein2000,latitude,value_number
SIDb,Reichstein2000,longitude,value_number
SIDb,Rey2008,name,value_string
SIDb,Rey2008,varDesc,value_string
SIDb,Rey2008,site,id
SIDb,Rey2008,midDepth,value_mean
SIDb,Rey2008,top,value_min
SIDb,Rey2008,bottom,value_max
SIDb,Rey2008,gasMeasured,value_factor
SIDb,Rey2008,units,unit
SIDb,Rey2008,statistic,value_factor or value_num
SIDb,Rey2008,citationKey,id
SIDb,Rey2008,ID,id
SIDb,Rey2008,moisture,value_string
SIDb,Rey2008,moisture.units,unit (value_factor)
SIDb,Rey2008,replicates,value_number
SIDb,Rey2008,replicates.type,value_factor
SIDb,Rey2008,samplePreparation.intactCore,value_factor
SIDb,Rey2008,samplePreparation.sieving,value_factor or value_num
SIDb,Rey2008,samplePreparation.rootPicking,value_factor
SIDb,Rey2008,samplePreparation.rockPicking,value_factor
SIDb,Rey2008,incDesc,method
SIDb,Rey2008,temperature,value_number
SIDb,Rey2008,incubationTime,value_number
SIDb,Rey2008,gasAnalyzer,value_string
SIDb,Rey2008,country,value_string
SIDb,Rey2008,MAT,value_number
SIDb,Rey2008,MAP,value_number
SIDb,Rey2008,elevation,value_number
SIDb,Rey2008,landCover,value_factor
SIDb,Rey2008,vegNote,note
SIDb,Rey2008,latitude,value_number
SIDb,Rey2008,longitude,value_number
SIDb,Rey2008,soilOrder,value_string
SIDb,Rey2008,soilFamily,value_string
SIDb,Rey2008,classificationSystem,value_factor
SIDb,Salome2010,name,value_string
SIDb,Salome2010,varDesc,value_string
SIDb,Salome2010,midDepth,value_mean
SIDb,Salome2010,gasMeasured,value_factor
SIDb,Salome2010,disturbance,value_factor
SIDb,Salome2010,oxygen,value_num
SIDb,Salome2010,units,unit
SIDb,Salome2010,statistic,value_factor or value_num
SIDb,Salome2010,citationKey,id
SIDb,Salome2010,ID,"NA"
SIDb,Salome2010,moisture,value_string
SIDb,Salome2010,moisture.units,unit (value_factor)
SIDb,Salome2010,oxygen.units,unit
SIDb,Salome2010,replicates,value_number
SIDb,Salome2010,replicates.type,value_factor
SIDb,Salome2010,samplePreparation.intactCore,value_factor
SIDb,Salome2010,samplePreparation.sieving,value_factor or value_num
SIDb,Salome2010,samplePreparation.rootPicking,value_factor
SIDb,Salome2010,samplePreparation.rockPicking,value_factor
SIDb,Salome2010,temperature,value_number
SIDb,Salome2010,incubationTime,value_number
SIDb,Salome2010,preincubationTime,value_number
SIDb,Salome2010,site,id
SIDb,Salome2010,country,value_string
SIDb,Salome2010,landCover,value_factor
SIDb,Salome2010,vegNote,note
SIDb,Salome2010,latitude,value_number
SIDb,Salome2010,longitude,value_number
SIDb,Salome2010,soilOrder,value_string
SIDb,Salome2010,classificationSystem,value_factor
SIDb,Salome2010,permafrostExist,value_factor
SIDb,Sierra2017BG,name,value_string
SIDb,Sierra2017BG,varDesc,value_string
SIDb,Sierra2017BG,temperature,value_number
SIDb,Sierra2017BG,moisture,value_string
SIDb,Sierra2017BG,oxygen,value_num
SIDb,Sierra2017BG,units,unit
SIDb,Sierra2017BG,citationKey,id
SIDb,Sierra2017BG,ID,id
SIDb,Sierra2017BG,top,value_min
SIDb,Sierra2017BG,bottom,value_max
SIDb,Sierra2017BG,midDepth,value_mean
SIDb,Sierra2017BG,horizon,value_string
SIDb,Sierra2017BG,moisture.units,unit (value_factor)
SIDb,Sierra2017BG,oxygen.units,unit
SIDb,Sierra2017BG,replicates,value_number
