study_name,table_name,column_name,long_description,unit,control_vocabulary,Confused?,,,,,,,,,,,,,,,,,,,
ISCN3,profile,thaw_depth_profile,"The depth to the frozen surface of the profile. For Alaska sites, this applies only if sampled after August 15 and should be left blank if sampled before.",cm,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,profile_properties_note,Additional notes about the soil and surface vegetation profile properties,,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,sampler_names,The names of the persons who described and sampled the profile.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,soc,"The data contributor's calculated soil organic carbon stock value for the site, cluster, profile or layer.",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,soc_type,"An indication of which portion of the profile (organic, mineral, organic + mineral) is described by the contributor's calculated soil organic carbon stock at the site, cluster, profile or layer level.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,soc_lcount,The number of layer soil organic carbon stock values summed to produce the profile total soil organic carbon stock.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,soc_depth,"The depth to which profiles were sampled to quantify the mean site, cluster, or profile calculated soil organic carbon stocks.",cm,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,soc_sigma,"The standard deviation of the site, cluster, profile, or layerlevel calculated soil organic carbon stock. (For layer soil organic carbon stocks, this may be based on analytical or sampling replicates of %C or bulk density measurements).",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISCN3,profile,soc_method,"A description of the methods used to calculate (including any gap-filling) site, cluster, profile or layer soil organic carbon stocks.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,site_name,A unique name for a site that corresponds to a georeferenced point.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,profile_name,A unique name for a single profile. This can be the same as the site name if there is only one profile at the site. For NRCS data it is the same as “Pedon ID”.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,layer_name,"A unique name for a single sampled layer. This can be a name that denotes depth, sequence, etc.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,layer_number,Laboratory layer sample identifier if different than the Layer Name (data contributor’s own identifier).,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,labeled_addition,Was this layer/gas/fraction/sample isotopically labeled? Answer yes or leave blank.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,layer_top,The top (upper) depth of the layer. The surface of the nongreen (i.e. non-living) surface layer is “0”. The top of the Ohorizon should be 0.,cm,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,layer_bot,"The bottom (lower) depth of the layer. If it is uncertain that the bottom of the designated horizon was reached, enter the depth to the bottom of the sampled layer. Note that this is the same as ""hzn_bot"" in the NRCS database.",cm,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,hzn_desgn,Follow conventions of the USDA-NRCS-NSSC Field Book for Describing and Sampling Soils (Staff 2002; pp. 2-2 through 2-4). Note that datasets originally using another convention will be modified for this column. If a different convention was used it can be entered in Horizon Designation Other.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,hzn_desgn_other,Horizon designation following a convention other than NRCS. Please document the convention in the associated Horizon Designation Other Note.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,hzn_desgn_other_note,Provide a reference for the horizon designations employed if they differ from NRCS standards in the USDA-NRCSNSSC Field Book for Describing and Sampling Soils (Staff 2002).,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,layer_note,"A description of the sampled layer. For example, a full NRCS horizon description.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,c_method,"Provide reference or describe the sample preparation and analysis methods used to determine carbon concentrations, whether Total Carbon, organic C, or Loss on Ignition.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,color,Color of moist soil based on the Munsell soil color chart.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,burn_ev,Descriptive information indicating evidence of burning within the layer.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bd_method,Please reference or describe the methods used to determine bulk density.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bd_samp,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater that 1 cm diameter removed.",g cm-3,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bd_tot,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater that 1 cm diameter included",g cm-3,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bd_whole,"Grams of oven-dried soil per cubic centimeter, with the content of soil particles >2mm and roots >1cm diameter estimated and subtracted.",g cm-3,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bd_other,Grams of oven-dried soil per cubic centimeter. Please document the method used in the associated Bulk Density Method including the soil particle fraction used.,g cm-3,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,ph_method,Provide reference or describe the sample preparation and analysis methods used for determinations of pH if not 1:1 soil and distilled water paste or in CaCl2.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,ph_cacl,1:2 soil-CaCl2 is the pH of a sample measured in 0.01M CaCl2 at a 1:2 soil:solution ratio.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,ph_h2o,"1:1 distilled water and soil paste. If pH was done by a different method, then enter it into one of the other soil pH fields.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,ph_other,pH measurements other than 1:1 soil and distilled water paste or in CaCl2. Please document the method in the associated pH Method.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,caco3,Inorganic carbon concentration as measured or estimated by the contributor. Please document the method in the associated Processed Site Organic Carbon Content Method.,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,sand_tot_psa,"Percent by weight of soil particles greater than 0.05 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,silt_tot_psa,"Percent by weight of soil particles in the size range from 0.002 to 0.050 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,clay_tot_psa,"Percent by weight of soil particles less than 0.002 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,wpg2_method,Provide a reference for or describe the methods used to determine coarse fragment content.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,wpg2,The weight fraction of particles with >2 mm diameter is reported as a gravimetric percent on a whole soil base. Please include metadata in the Coarse Fragments Method column (e.g. estimate or quantitative).,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,cat_exch,"Cation Exchange Capacity. Document the extractant solution in the metadata worksheet, Lab Analysis Method.",cmol H+ kg-1,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,gwc,Gravimetric water content of the sampled layer.,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,vwc,Water content of the soil sample expressed as a percent of total sample volume.,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,al_dith,Dithionate extractable [Al],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,al_ox,Oxalate extractable [Al],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,al_other,Other extractable [Al],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,fe_dith,Dithionate extractable [Fe],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,fe_ox,Oxalate extractable [Fe],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,fe_other,Other extractable [Fe],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,mn_dith,Dithionate extractable [Mn],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,mn_ox,Oxalate extractable [Mn],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,mn_other,Other extractable [Mn],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,al_fe_units,"Extractable Al, Fe, Mn units",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,al_fe_method,"Al, Fe, Mn extraction methods",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,ca_al,Ca:Al (molar),specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,ca_ext,Extractable [Ca],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,k_ext,Extractable [K],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,mg_ext,Extractable [Mg],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,na_ext,Extractable [Na],specified by al_fe_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bc_units,Base cation extraction units,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bc_method,Base cation extraction methods,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,base_sum,"CEC, sum of bases",specified by cec_h_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,cec_sum,"CEC, sum of cations",specified by cec_h_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,ecec,Effective CEC,specified by cec_h_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,cec_h_units,CEC and acidity units,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bs,Base saturation,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,bs_sum,"Base saturation, sum of cations",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,h_ext,Extractable acidity,specified by metal_ext_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,zn_ext,Extractable [Zn],specified by metal_ext_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,metal_ext_units,Extractable metals units,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,metal_ext_method,Extractable metals methods,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,p_bray,Extractable [P] (Bray),specified by p_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,p_ox,Extractable [P] (Oxalate),specified by p_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,p_meh,Extractable [P] (NZ),specified by p_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,p_other,Extractable [P] (Other),specified by p_units,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,p_units,Extractable P units,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,p_method,Extractable P methods,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,soc,"The data contributor's calculated soil organic carbon stock value for the site, cluster, profile or layer.",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,soc_type,"An indication of which portion of the profile (organic, mineral, organic + mineral) is described by the contributor's calculated soil organic carbon stock at the site, cluster, profile or layer level.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,soc_sigma,"The standard deviation of the site, cluster, profile, or layerlevel calculated soil organic carbon stock. (For layer soil organic carbon stocks, this may be based on analytical or sampling replicates of %C or bulk density measurements).",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,soc_method,"A description of the methods used to calculate (including any gap-filling) site, cluster, profile or layer soil organic carbon stocks.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,c_tot,"Percent by weight of carbon in the dried, milled soil sample. This measurement will typically correspond to analytical results from an elemental analyzer.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,oc,"Percent by weight of carbon in a dried soil sample after acidification with HCl, OR organic carbon as estimated by Walkley-Black Modified Acid-Dichromate (e.g. ‘Organic Carbon’ in the NRCS database). Please document the method in the associated Carbon Analysis Methods.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,n_tot,Percent by weight of nitrogen (organic and inorganic) in an oven-dried sample (the laboratory analytical concentration).,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,c_to_n,"Mass ratio of total carbon to total nitrogen, as calculated from the total carbon and total nitrogen concentrations of the bulk layer, fraction, or other sample type.",mass ratio,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,loi,Percent by weight of the organic content of the <2mm fraction is the organic material lost after ignition. It is reported on a <2 mm base. Please document the method in the associated Carbon Analysis Method.,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,root_quant_size,"Use USDA NRCS conventions from the USDA-NRCSNSSC Field Book for Describing and Sampling Soils (Staff 2002; p.2-56): Record the average quantity from 3 to 5 representative unit areas. Size classes of roots being considered: very fine, < 1mm; fine, 1 – 2mm diameter.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,root_weight,Dry weight of roots ≤2 mm in diameter in the sample.,g,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,15n,Per mille signature of _15N relative to air (international standard).,‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,13c,Per mille signature of _13C relative to Pee Dee Belemnite.,‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,rc_lab,"Laboratory code for radiocarbon laboratory. Complete list of past and present laboratory codes can found published in Radiocarbon in November 2011
(http://www.radiocarbon.org/Info/labcodes.html).",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,rc_lab_number,Layer sample identifier as designated by the radiocarbon laboratory.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,rc_year,Year in which radiocarbon analysis was performed on the sample.,YYYY,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,14c,Per mille signature of _14C relative to NBS Oxalic Acid standard.,‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,14c_sigma,Error estimate for the fraction (eg. standard deviation of analytical reps).,‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,14c_age,"Uncalibrated radiocarbon age of bulk soil in layer, as calculated from corrected fraction modern, using the Libby half-life value of 5568 years.",BP,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,14c_age_sigma,Error estimate for the fraction (eg. standard deviation of analytical reps).,BP,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,fraction_modern,"Deviation of the bulk sample or fraction from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,fraction_modern_sigma,Error estimate for an individual layer (eg. standard deviation of analytical reps).,,,,,,,,,,,,,,,,,,,,,,
ISCN3,layer,textureClass,"Soil texture classification. If no information is provided, this will be automatically generated from %sand, %silt, %clay data (coarse = ≥50% sand; fine = <50% sand).",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,site_name,A unique name for a site that corresponds to a georeferenced point.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,profile_name,t A unique name for a single profile. This can be the same as the site name if there is only one profile at the site. For NRCS data it is the same as “Pedon ID”.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,layer_name,"A unique name for a single sampled layer. This can be a name that denotes depth, sequence, etc.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_name,A unique name for a single fraction.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_number,Laboratory fraction identifier if different than the Fraction Name (data contributor’s own identifier).,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,labeled_addition,Was this layer/gas/fraction/sample isotopically labeled? Answer yes or leave blank.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_scheme,"The scheme used to isolate the fraction, e.g., density, size, aggregate, chemical.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_property,"The value of the chemical or physical property that defines the fraction as unique from the others in its scheme, e.g., for density fractions, ""<1.85"" to denote a light fraction.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_scheme_units,"The units of measurement of the property that defines a fraction as unique, e.g. for density fractions, ""g cm-3"".",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_type,"The contributor's name for the specific fraction, e.g., ""light fraction""",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_agent,"The laboratory or analytical device or chemical compound used to isolate the fraction, e.g., ""sodium polytungstate"" or ""sieve"".",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_note,The contributor's concise description of the fractionation process.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,c_method,"Provide reference or describe the sample preparation and analysis methods used to determine carbon concentrations, whether Total Carbon, organic C, or Loss on Ignition.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_c_perc,"The proportion of total sample (i.e., bulk layer) carbon contained in the fraction.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_mass_perc,"The proportion of the total sample (i.e., bulk layer) mass represented by the fraction.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,c_tot,"Percent by weight of carbon in the dried, milled soil sample. This measurement will typically correspond to analytical results from an elemental analyzer.",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,oc,"Percent by weight of carbon in a dried soil sample after acidification with HCl, OR organic carbon as estimated by Walkley-Black Modified Acid-Dichromate (e.g. ‘Organic Carbon’ in the NRCS database). Please document the method in the associated Carbon Analysis Methods",percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,n_tot,Percent by weight of nitrogen (organic and inorganic) in an ovendried sample (the laboratory analytical concentration).,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,c_to_n,"Mass ratio of total carbon to total nitrogen, as calculated from the total carbon and total nitrogen concentrations of the bulk layer, fraction, or other sample type.",mass ratio,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,loi,Percent by weight of the organic content of the <2mm fraction is the organic material lost after ignition. It is reported on a <2 mm base. Please document the method in the associated Carbon Analysis Method.,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,15n,Per mille signature of _15N relative to air (international standard),‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,13c,Per mille signature of _13C relative to Pee Dee Belemnite,‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,rc_lab,Laboratory code for radiocarbon laboratory. Complete list of past and present laboratory codes can found published in Radiocarbon in November 2011 (http://www.radiocarbon.org/Info/labcodes.html).,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,rc_lab_number,Layer sample identifier as designated by the radiocarbon laboratory.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,rc_year,Year in which radiocarbon analysis was performed on the sample.,YYYY,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,14c,Per mille signature of _14C relative to NBS Oxalic Acid standard.,‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,14c_sigma,Error estimate for the fraction (eg. standard deviation of analytical reps).,‰,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,14c_age,"Uncalibrated radiocarbon age of bulk soil in layer, as calculated from corrected fraction modern, using the Libby half-life value of 5568 years.",BP,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,14c_age_sigma,Error estimate for the fraction (eg. standard deviation of analytical reps).,BP,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_modern,"Deviation of the bulk sample or fraction from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected.",,,,,,,,,,,,,,,,,,,,,,
ISCN3,fraction,fraction_modern_sigma,Error estimate for an individual layer (eg. standard deviation of analytical reps).,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,site_name,A unique name for a site that corresponds to a georeferenced point.,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_agriculture,Crop management such as harvest or crop residue management,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_encroach,Encroachment such as invasive species or woody enroachment,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_ext_weather,"Extreme weather such as hurricane, frost, or drought",,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_fert_m,Mineral fertilization including liming,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_fert_o,Organic fertilization,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_fire,Fires including underburn,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_forestry,Forestry management such as clearcutting or thinning,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_graze,Grazing,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_ins_path,"Substantial insect, pathogen attack, or disease event",,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_pesticide,"Application of pesticide, insecticide, or fungicide",,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_planting,Planting of live plants or seeds,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_till,Tillage or site preparation including scarification and plowing,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_water,"Water management such as irrigation, flooding or drainage",,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_general,General disturbance or management event not covered by other disturbance or management type,,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_surf,Percentage of the footprint area affected by the event,percent,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_date,Date of site disturbance,YYYY-MMDD or MM/DD/YYYY,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_date_start,Start date of site disturbance,YYYY-MMDD or MM/DD/YYYY,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_date_end,End date of site disturbance,YYYY-MMDD or MM/DD/YYYY,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_date_unc,Uncertainty in the End date of site disturbance,days,,,,,,,,,,,,,,,,,,,,,
ISCN3,disturbance,dm_note,Site disturbance note,,,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,curator_name,Curator Name, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,curator_organization,Curator Organization, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,curator_email,Curator Email, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,modification_date,Template Modification Date,YYYY-MM-DD or MM/DD/YYYY, ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,contact_name,Additional Contact Name, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,contact_email,Additional Contact Email, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,dataset_name,Dataset Name, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,dataset_description,Dataset Description, ,,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,reference,Reference, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,citation,Citation text, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,citation_usage,Citation usage, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,acknowledgement,Acknowlegement text, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,acknowledgement_usage,Acknowlegement usage, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,c_est_method,Carbon Estimation Method, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,c_est_note,Carbon Estimation Note, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,lab_method,Lab Analysis Method, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,metadata_general,General Metadata, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,missdata_param,Parameters for Missing Data Equations, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,resample,Resample Metadata, , ,,,,,,,,,,,,,,,,,,,,
ISCN3,metadata,funding_organizationA28,Funding Organization(s), , ,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,site_name,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels.",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,pro_name,"A unique name for a single profile. Values should match those reported in the orginal study. If no other information is available, value can be numeric. For NRCS data it is the same as “Pedon ID”. ",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_name,A unqiue interstitial observation identifier,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_obs_date_y,Year when measurement was observed or recorded,yyyyy,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_obs_date_m,Month when measurement was observed or recorded,mm,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_obs_date_d,Day when measurement was observed or recorded,dd,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_all_org_neg,Flag if mineral interface is unknown and depth is measured from atmosphere interface,(yes or blank),,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_depth,Depth of interstitial observation,cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_notes,"Notes about interstitial measurement/collection method, etc.",,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_phase,Matter phase of interstitial sample,(ist_phase),,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_analyte,Analyte for interstitial observation,(ist_analyte),,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_method,Type of extraction method for interstitial sampling,(ist_method),,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_storage_method,Type of container used to store/collect interstitial sample,(ist_storage_method),,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_time_dur,Duration of collection period in days (or decimal days),days,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_temp,"Temperature of flux source, e.g. soil, stream, etc.",deg. C,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_source_O2,For aquatic fluxes enter the percent oxygen content of flux source,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_source_H2O,For soil fluxes enter the water content of the soil (volumetric),%,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_concentration,Concentration of interstitial analyte (mg C L-1),,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_concentration_units,Units for ist_concentration,,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_13c,Delta 13C signature of observed flux (VPBD),‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_13c_sd,Standard deviation of 13C signature of observed flux (VPBD),‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_18o,d18O per mille,"‰
",,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_2h,deuterium per mille,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_rc_lab,Official Radiocarbon Laboratory ID (look up here),Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_rc_lab_number,ID number assigned by radiocarbon laboratory to reported measurement,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_rc_year,Year in which radiocarbon measurment was made,YYYY,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_14c,Delta 14C measurement of flux in per mil units,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_14c_sigma,Flux _14C standard deviation as reported by the AMS facility as analytical error estimate,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_14c_sd,Flux _14C sample standard deviation; use only if _14C of replicates reported as a mean value,‰,,,,,,,,,,,,,,,,,,,,,
